anon_id,anon_ip,collection_order,gateway_port,active_target,preferred_url,scanner_input_target,product_confidence,passive_family,passive_family_confidence,top_version,top_version_confidence,top_version_exact,mdns_version,mdns_service_types,mdns_product_markers,mdns_instance_names,country,org,shodan_module,shodan_port,honeypot_probable,proxy_detected,vulnerability_count,public_ip
gw-0070,192.0.2.70,70,10731,192.0.2.70:10731,http://192.0.2.70:10731,192.0.2.70:10731,0.55,,,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0070-instance-1,CN,provider-0025,mdns,5353,False,False,0,192.0.2.70
gw-0071,192.0.2.71,71,18789,192.0.2.71:18789,https://192.0.2.71:18789,192.0.2.71:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0071-instance-1,DE,provider-0036,mdns,5353,False,False,0,192.0.2.71
gw-0072,192.0.2.72,72,18789,192.0.2.72:18789,https://192.0.2.72:18789,192.0.2.72:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0072-instance-1,US,provider-0046,mdns,5353,False,False,0,192.0.2.72
gw-0073,192.0.2.73,73,18790,192.0.2.73:18790,http://192.0.2.73:18790,192.0.2.73:18790,0.55,,,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0073-instance-1,US,provider-0046,mdns,5353,False,False,0,192.0.2.73
gw-0074,192.0.2.74,74,5353,192.0.2.74:5353,http://192.0.2.74:5353,192.0.2.74:5353,0.55,,,,,False,,,,,US,provider-0047,mdns,5353,False,False,0,192.0.2.74
gw-0075,192.0.2.75,75,18789,192.0.2.75:18789,https://192.0.2.75:18789,192.0.2.75:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0075-instance-1,US,provider-0048,mdns,5353,False,False,0,192.0.2.75
gw-0076,192.0.2.76,76,18789,192.0.2.76:18789,https://192.0.2.76:18789,192.0.2.76:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0076-instance-1,US,provider-0048,mdns,5353,False,False,0,192.0.2.76
gw-0077,192.0.2.77,77,18789,192.0.2.77:18789,https://192.0.2.77:18789,192.0.2.77:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0077-instance-1,US,provider-0048,mdns,5353,False,False,0,192.0.2.77
gw-0078,192.0.2.78,78,18789,192.0.2.78:18789,https://192.0.2.78:18789,192.0.2.78:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0078-instance-1,US,provider-0048,mdns,5353,False,False,0,192.0.2.78
gw-0079,192.0.2.79,79,18789,192.0.2.79:18789,https://192.0.2.79:18789,192.0.2.79:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0079-instance-1,US,provider-0049,mdns,5353,False,False,0,192.0.2.79
gw-0080,192.0.2.80,80,18789,192.0.2.80:18789,https://192.0.2.80:18789,192.0.2.80:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,clawdbot;openclaw;openclaw-gw,gw-0080-instance-1,US,provider-0016,mdns,5353,False,False,0,192.0.2.80
gw-0081,192.0.2.81,81,17827,192.0.2.81:17827,http://192.0.2.81:17827,192.0.2.81:17827,0.55,,,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0081-instance-1,HK,,mdns,5353,False,False,0,192.0.2.81
gw-0082,192.0.2.82,82,18789,192.0.2.82:18789,https://192.0.2.82:18789,192.0.2.82:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,clawdbot;openclaw;openclaw-gw,gw-0082-instance-1,DE,provider-0050,mdns,5353,False,False,0,192.0.2.82
gw-0083,192.0.2.83,83,18789,192.0.2.83:18789,https://192.0.2.83:18789,192.0.2.83:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0083-instance-1,JP,provider-0051,mdns,5353,False,False,0,192.0.2.83
gw-0084,192.0.2.84,84,18789,192.0.2.84:18789,https://192.0.2.84:18789,192.0.2.84:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0084-instance-1,US,provider-0052,mdns,5353,False,False,0,192.0.2.84
gw-0085,192.0.2.85,85,18789,192.0.2.85:18789,https://192.0.2.85:18789,192.0.2.85:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0085-instance-1,CN,provider-0002,mdns,5353,False,False,0,192.0.2.85
gw-0086,192.0.2.86,86,18789,192.0.2.86:18789,https://192.0.2.86:18789,192.0.2.86:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0086-instance-1,US,provider-0053,mdns,5353,False,False,0,192.0.2.86
gw-0087,192.0.2.87,87,18789,192.0.2.87:18789,https://192.0.2.87:18789,192.0.2.87:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0087-instance-1,FI,provider-0036,mdns,5353,False,False,0,192.0.2.87
gw-0088,192.0.2.88,88,18789,192.0.2.88:18789,https://192.0.2.88:18789,192.0.2.88:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0088-instance-1,FI,provider-0036,mdns,5353,False,False,0,192.0.2.88
gw-0089,192.0.2.89,89,18789,192.0.2.89:18789,https://192.0.2.89:18789,192.0.2.89:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0089-instance-1,IN,provider-0054,mdns,5353,False,False,0,192.0.2.89
gw-0090,192.0.2.90,90,18789,192.0.2.90:18789,https://192.0.2.90:18789,192.0.2.90:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0090-instance-1,US,provider-0016,mdns,5353,False,False,0,192.0.2.90
gw-0091,192.0.2.91,91,18789,192.0.2.91:18789,https://192.0.2.91:18789,192.0.2.91:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0091-instance-1,FR,provider-0055,mdns,5353,False,False,0,192.0.2.91
gw-0092,192.0.2.92,92,18789,192.0.2.92:18789,https://192.0.2.92:18789,192.0.2.92:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0092-instance-1,DE,provider-0036,mdns,5353,False,False,0,192.0.2.92
gw-0093,192.0.2.93,93,18789,192.0.2.93:18789,https://192.0.2.93:18789,192.0.2.93:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0093-instance-1,SG,provider-0056,mdns,5353,False,False,0,192.0.2.93
gw-0094,192.0.2.94,94,18789,192.0.2.94:18789,https://192.0.2.94:18789,192.0.2.94:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0094-instance-1,CN,provider-0034,mdns,5353,False,False,0,192.0.2.94
gw-0095,192.0.2.95,95,18789,192.0.2.95:18789,https://192.0.2.95:18789,192.0.2.95:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0095-instance-1,IN,provider-0016,mdns,5353,False,False,0,192.0.2.95
gw-0096,192.0.2.96,96,18789,192.0.2.96:18789,https://192.0.2.96:18789,192.0.2.96:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0096-instance-1,US,provider-0057,mdns,5353,False,False,0,192.0.2.96
gw-0097,192.0.2.97,97,18789,192.0.2.97:18789,https://192.0.2.97:18789,192.0.2.97:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0097-instance-1,FR,provider-0058,mdns,5353,False,False,0,192.0.2.97
gw-0098,192.0.2.98,98,18789,192.0.2.98:18789,https://192.0.2.98:18789,192.0.2.98:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0098-instance-1,DE,provider-0059,mdns,5353,False,False,0,192.0.2.98
gw-0099,192.0.2.99,99,18789,192.0.2.99:18789,https://192.0.2.99:18789,192.0.2.99:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0099-instance-1,DE,provider-0036,mdns,5353,False,False,0,192.0.2.99
gw-0100,192.0.2.100,100,18789,192.0.2.100:18789,https://192.0.2.100:18789,192.0.2.100:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0100-instance-1,US,provider-0060,mdns,5353,False,False,0,192.0.2.100
gw-0101,192.0.2.101,101,18789,192.0.2.101:18789,https://192.0.2.101:18789,192.0.2.101:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0101-instance-1,US,provider-0016,mdns,5353,False,False,0,192.0.2.101
gw-0102,192.0.2.102,102,18789,192.0.2.102:18789,https://192.0.2.102:18789,192.0.2.102:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,claw gateway;openclaw;openclaw-gw,gw-0102-instance-1,US,provider-0016,mdns,5353,False,False,0,192.0.2.102
gw-0103,192.0.2.103,103,18789,192.0.2.103:18789,https://192.0.2.103:18789,192.0.2.103:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0103-instance-1,US,provider-0016,mdns,5353,False,False,0,192.0.2.103
gw-0104,192.0.2.104,104,18789,192.0.2.104:18789,https://192.0.2.104:18789,192.0.2.104:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0104-instance-1,SG,provider-0016,mdns,5353,False,False,0,192.0.2.104
gw-0105,192.0.2.105,105,18789,192.0.2.105:18789,https://192.0.2.105:18789,192.0.2.105:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0105-instance-1,US,provider-0016,mdns,5353,False,False,0,192.0.2.105
gw-0106,192.0.2.106,106,18789,192.0.2.106:18789,https://192.0.2.106:18789,192.0.2.106:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0106-instance-1,GB,provider-0061,mdns,5353,False,False,0,192.0.2.106
gw-0107,192.0.2.107,107,18789,192.0.2.107:18789,https://192.0.2.107:18789,192.0.2.107:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0107-instance-1,GB,provider-0061,mdns,5353,False,False,0,192.0.2.107
gw-0108,192.0.2.108,108,18789,192.0.2.108:18789,https://192.0.2.108:18789,192.0.2.108:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0108-instance-1,GB,provider-0061,mdns,5353,False,False,0,192.0.2.108
gw-0109,192.0.2.109,109,18789,192.0.2.109:18789,https://192.0.2.109:18789,192.0.2.109:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0109-instance-1,GB,provider-0061,mdns,5353,False,False,0,192.0.2.109
gw-0110,192.0.2.110,110,18789,192.0.2.110:18789,https://192.0.2.110:18789,192.0.2.110:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0110-instance-1,GB,provider-0061,mdns,5353,False,False,0,192.0.2.110
gw-0111,192.0.2.111,111,18789,192.0.2.111:18789,https://192.0.2.111:18789,192.0.2.111:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0111-instance-1,GB,provider-0061,mdns,5353,False,False,0,192.0.2.111
gw-0112,192.0.2.112,112,18789,192.0.2.112:18789,https://192.0.2.112:18789,192.0.2.112:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0112-instance-1,GB,provider-0061,mdns,5353,False,False,0,192.0.2.112
gw-0113,192.0.2.113,113,18789,192.0.2.113:18789,https://192.0.2.113:18789,192.0.2.113:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0113-instance-1,GB,provider-0061,mdns,5353,False,False,0,192.0.2.113
gw-0114,192.0.2.114,114,18789,192.0.2.114:18789,https://192.0.2.114:18789,192.0.2.114:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0114-instance-1,CA,provider-0062,mdns,5353,False,False,0,192.0.2.114
gw-0115,192.0.2.115,115,18789,192.0.2.115:18789,https://192.0.2.115:18789,192.0.2.115:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0115-instance-1,US,provider-0063,mdns,5353,False,False,0,192.0.2.115
gw-0116,192.0.2.116,116,18789,192.0.2.116:18789,https://192.0.2.116:18789,192.0.2.116:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0116-instance-1,KR,provider-0063,mdns,5353,False,False,0,192.0.2.116
gw-0117,192.0.2.117,117,18789,192.0.2.117:18789,https://192.0.2.117:18789,192.0.2.117:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,claw gateway;openclaw;openclaw-gw,gw-0117-instance-1,US,provider-0016,mdns,5353,False,False,0,192.0.2.117
gw-0118,192.0.2.118,118,18789,192.0.2.118:18789,https://192.0.2.118:18789,192.0.2.118:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0118-instance-1,SG,provider-0064,mdns,5353,False,False,0,192.0.2.118
gw-0119,192.0.2.119,119,5353,192.0.2.119:5353,http://192.0.2.119:5353,192.0.2.119:5353,0.55,,,,,False,,,,,CN,provider-0002,mdns,5353,False,False,0,192.0.2.119
gw-0120,192.0.2.120,120,18789,192.0.2.120:18789,https://192.0.2.120:18789,192.0.2.120:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0120-instance-1,CN,provider-0002,mdns,5353,False,False,0,192.0.2.120
gw-0121,192.0.2.121,121,18789,192.0.2.121:18789,https://192.0.2.121:18789,192.0.2.121:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0121-instance-1,CN,provider-0002,mdns,5353,False,False,0,192.0.2.121
gw-0122,192.0.2.122,122,18789,192.0.2.122:18789,https://192.0.2.122:18789,192.0.2.122:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0122-instance-1,US,provider-0016,mdns,5353,False,False,0,192.0.2.122
gw-0123,192.0.2.123,123,18789,192.0.2.123:18789,https://192.0.2.123:18789,192.0.2.123:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0123-instance-1,US,provider-0016,mdns,5353,False,False,0,192.0.2.123
gw-0124,192.0.2.124,124,18789,192.0.2.124:18789,https://192.0.2.124:18789,192.0.2.124:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0124-instance-1,CZ,provider-0065,mdns,5353,False,False,0,192.0.2.124
gw-0125,192.0.2.125,125,18789,192.0.2.125:18789,https://192.0.2.125:18789,192.0.2.125:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0125-instance-1,TH,provider-0066,mdns,5353,False,False,0,192.0.2.125
gw-0126,192.0.2.126,126,18789,192.0.2.126:18789,https://192.0.2.126:18789,192.0.2.126:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0126-instance-1,GB,provider-0067,mdns,5353,False,False,0,192.0.2.126
gw-0127,192.0.2.127,127,18789,192.0.2.127:18789,https://192.0.2.127:18789,192.0.2.127:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0127-instance-1,US,provider-0031,mdns,5353,False,False,0,192.0.2.127
gw-0128,192.0.2.128,128,3000,192.0.2.128:3000,http://192.0.2.128:3000,192.0.2.128:3000,0.55,,,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0128-instance-1,JP,provider-0031,mdns,5353,False,False,0,192.0.2.128
gw-0129,192.0.2.129,129,18789,192.0.2.129:18789,https://192.0.2.129:18789,192.0.2.129:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0129-instance-1,FR,provider-0068,mdns,5353,False,False,0,192.0.2.129
gw-0130,192.0.2.130,130,18789,192.0.2.130:18789,https://192.0.2.130:18789,192.0.2.130:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0130-instance-1,CA,provider-0062,mdns,5353,False,False,0,192.0.2.130
gw-0131,192.0.2.131,131,33411,192.0.2.131:33411,http://192.0.2.131:33411,192.0.2.131:33411,0.55,,,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0131-instance-1,CN,provider-0002,mdns,5353,False,False,0,192.0.2.131
gw-0132,192.0.2.132,132,18789,192.0.2.132:18789,https://192.0.2.132:18789,192.0.2.132:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0132-instance-1,CN,provider-0069,mdns,5353,False,False,0,192.0.2.132
gw-0133,192.0.2.133,133,18789,192.0.2.133:18789,https://192.0.2.133:18789,192.0.2.133:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0133-instance-1,US,,mdns,5353,False,False,0,192.0.2.133
gw-0134,192.0.2.134,134,18789,192.0.2.134:18789,https://192.0.2.134:18789,192.0.2.134:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0134-instance-1,US,,mdns,5353,False,False,0,192.0.2.134
gw-0135,192.0.2.135,135,18789,192.0.2.135:18789,https://192.0.2.135:18789,192.0.2.135:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0135-instance-1,FR,provider-0058,mdns,5353,False,False,0,192.0.2.135
gw-0136,192.0.2.136,136,18789,192.0.2.136:18789,https://192.0.2.136:18789,192.0.2.136:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0136-instance-1,SG,provider-0016,mdns,5353,False,False,0,192.0.2.136
gw-0137,192.0.2.137,137,18789,192.0.2.137:18789,https://192.0.2.137:18789,192.0.2.137:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0137-instance-1,AT,provider-0070,mdns,5353,False,False,0,192.0.2.137
gw-0138,192.0.2.138,138,18789,192.0.2.138:18789,https://192.0.2.138:18789,192.0.2.138:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0138-instance-1,DE,provider-0071,mdns,5353,False,False,0,192.0.2.138
gw-0139,192.0.2.139,139,18789,192.0.2.139:18789,https://192.0.2.139:18789,192.0.2.139:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0139-instance-1,US,provider-0071,mdns,5353,False,False,0,192.0.2.139
gw-0140,192.0.2.140,140,18789,192.0.2.140:18789,https://192.0.2.140:18789,192.0.2.140:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0140-instance-1,SG,provider-0064,mdns,5353,False,False,0,192.0.2.140
gw-0141,192.0.2.141,141,18789,192.0.2.141:18789,https://192.0.2.141:18789,192.0.2.141:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0141-instance-1,HK,provider-0072,mdns,5353,False,False,0,192.0.2.141
gw-0142,192.0.2.142,142,18789,192.0.2.142:18789,https://192.0.2.142:18789,192.0.2.142:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0142-instance-1,HK,provider-0072,mdns,5353,False,False,0,192.0.2.142
gw-0143,192.0.2.143,143,18789,192.0.2.143:18789,https://192.0.2.143:18789,192.0.2.143:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0143-instance-1,US,provider-0073,mdns,5353,False,False,0,192.0.2.143
gw-0144,192.0.2.144,144,18789,192.0.2.144:18789,https://192.0.2.144:18789,192.0.2.144:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0144-instance-1,US,provider-0074,mdns,5353,False,False,0,192.0.2.144
gw-0145,192.0.2.145,145,18789,192.0.2.145:18789,https://192.0.2.145:18789,192.0.2.145:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0145-instance-1,US,provider-0075,mdns,5353,False,False,0,192.0.2.145
gw-0146,192.0.2.146,146,18789,192.0.2.146:18789,https://192.0.2.146:18789,192.0.2.146:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0146-instance-1,CA,provider-0050,mdns,5353,False,False,0,192.0.2.146
gw-0147,192.0.2.147,147,18789,192.0.2.147:18789,https://192.0.2.147:18789,192.0.2.147:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0147-instance-1,HK,provider-0076,mdns,5353,False,False,0,192.0.2.147
gw-0148,192.0.2.148,148,18789,192.0.2.148:18789,https://192.0.2.148:18789,192.0.2.148:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,claw gateway;openclaw;openclaw-gw,gw-0148-instance-1,US,provider-0016,mdns,5353,False,False,0,192.0.2.148
gw-0149,192.0.2.149,149,18789,192.0.2.149:18789,https://192.0.2.149:18789,192.0.2.149:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0149-instance-1,US,provider-0016,mdns,5353,False,False,0,192.0.2.149
gw-0150,192.0.2.150,150,18789,192.0.2.150:18789,https://192.0.2.150:18789,192.0.2.150:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,claw gateway;openclaw;openclaw-gw,gw-0150-instance-1,DK,provider-0077,mdns,5353,False,False,0,192.0.2.150
gw-0151,192.0.2.151,151,10072,192.0.2.151:10072,http://192.0.2.151:10072,192.0.2.151:10072,0.55,,,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0151-instance-1,DK,provider-0077,mdns,5353,False,False,0,192.0.2.151
gw-0152,192.0.2.152,152,18789,192.0.2.152:18789,https://192.0.2.152:18789,192.0.2.152:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0152-instance-1,DK,provider-0077,mdns,5353,False,False,0,192.0.2.152
gw-0153,192.0.2.153,153,18789,192.0.2.153:18789,https://192.0.2.153:18789,192.0.2.153:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0153-instance-1,US,provider-0016,mdns,5353,False,False,0,192.0.2.153
gw-0154,192.0.2.154,154,18789,192.0.2.154:18789,https://192.0.2.154:18789,192.0.2.154:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0154-instance-1,US,provider-0016,mdns,5353,False,False,0,192.0.2.154
gw-0155,192.0.2.155,155,18789,192.0.2.155:18789,https://192.0.2.155:18789,192.0.2.155:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0155-instance-1,US,provider-0016,mdns,5353,False,False,0,192.0.2.155
gw-0156,192.0.2.156,156,18789,192.0.2.156:18789,https://192.0.2.156:18789,192.0.2.156:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0156-instance-1,GB,provider-0016,mdns,5353,False,False,0,192.0.2.156
gw-0157,192.0.2.157,157,18789,192.0.2.157:18789,https://192.0.2.157:18789,192.0.2.157:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0157-instance-1,GB,provider-0016,mdns,5353,False,False,0,192.0.2.157
gw-0158,192.0.2.158,158,56588,192.0.2.158:56588,http://192.0.2.158:56588,192.0.2.158:56588,0.55,,,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0158-instance-1,DE,provider-0036,mdns,5353,False,False,0,192.0.2.158
gw-0159,192.0.2.159,159,18789,192.0.2.159:18789,https://192.0.2.159:18789,192.0.2.159:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,claw gateway;openclaw;openclaw-gw,gw-0159-instance-1,DE,provider-0036,mdns,5353,False,False,0,192.0.2.159
gw-0160,192.0.2.160,160,18789,192.0.2.160:18789,https://192.0.2.160:18789,192.0.2.160:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,claw gateway;openclaw;openclaw-gw,gw-0160-instance-1,US,provider-0016,mdns,5353,False,False,0,192.0.2.160
