anon_id,anon_ip,collection_order,gateway_port,active_target,preferred_url,scanner_input_target,product_confidence,passive_family,passive_family_confidence,top_version,top_version_confidence,top_version_exact,mdns_version,mdns_service_types,mdns_product_markers,mdns_instance_names,country,org,shodan_module,shodan_port,honeypot_probable,proxy_detected,vulnerability_count,public_ip,active_rank,active_priority_score,active_probe_target,active_probed_base,active_product_confidence,active_reachable_status_count,active_has_signal,active_status_distribution_signature,active_status_counts,active_fingerprint_match_count,active_fingerprint_rules,active_matched_version_count,active_matched_versions,active_has_exact_version_match,active_vulnerability_count,active_proxy_detected,active_honeypot_probable,active_observation_count,active_error_count,active_first_error
gw-0288,198.51.100.34,288,18789,198.51.100.34:18789,https://198.51.100.34:18789,198.51.100.34:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0288-instance-1,US,provider-0133,mdns,5353,False,False,0,198.51.100.34,,,,,,,False,,,,,,,,,,,,,
gw-0289,198.51.100.35,289,18789,198.51.100.35:18789,https://198.51.100.35:18789,198.51.100.35:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0289-instance-1,US,provider-0133,mdns,5353,False,False,0,198.51.100.35,,,,,,,False,,,,,,,,,,,,,
gw-0290,198.51.100.36,290,18789,198.51.100.36:18789,https://198.51.100.36:18789,198.51.100.36:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0290-instance-1,KE,provider-0134,mdns,5353,False,False,0,198.51.100.36,,,,,,,False,,,,,,,,,,,,,
gw-0291,198.51.100.37,291,10731,198.51.100.37:10731,http://198.51.100.37:10731,198.51.100.37:10731,0.55,,,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0291-instance-1,CN,provider-0025,mdns,5353,False,False,0,198.51.100.37,,,,,,,False,,,,,,,,,,,,,
gw-0292,198.51.100.38,292,18789,198.51.100.38:18789,https://198.51.100.38:18789,198.51.100.38:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0292-instance-1,JP,provider-0135,mdns,5353,False,False,0,198.51.100.38,,,,,,,False,,,,,,,,,,,,,
gw-0293,198.51.100.39,293,18789,198.51.100.39:18789,https://198.51.100.39:18789,198.51.100.39:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0293-instance-1,JP,provider-0135,mdns,5353,False,False,0,198.51.100.39,,,,,,,False,,,,,,,,,,,,,
gw-0294,198.51.100.40,294,17827,198.51.100.40:17827,http://198.51.100.40:17827,198.51.100.40:17827,0.55,,,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0294-instance-1,HK,provider-0135,mdns,5353,False,False,0,198.51.100.40,,,,,,,False,,,,,,,,,,,,,
gw-0295,198.51.100.41,295,26570,198.51.100.41:26570,http://198.51.100.41:26570,198.51.100.41:26570,0.55,,,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0295-instance-1,CN,provider-0002,mdns,5353,False,False,0,198.51.100.41,,,,,,,False,,,,,,,,,,,,,
gw-0296,198.51.100.42,296,18789,198.51.100.42:18789,https://198.51.100.42:18789,198.51.100.42:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0296-instance-1,CN,provider-0002,mdns,5353,False,False,0,198.51.100.42,,,,,,,False,,,,,,,,,,,,,
gw-0297,198.51.100.43,297,18789,198.51.100.43:18789,https://198.51.100.43:18789,198.51.100.43:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0297-instance-1,US,provider-0135,mdns,5353,False,False,0,198.51.100.43,,,,,,,False,,,,,,,,,,,,,
gw-0298,198.51.100.44,298,17827,198.51.100.44:17827,http://198.51.100.44:17827,198.51.100.44:17827,0.55,,,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0298-instance-1,HK,provider-0135,mdns,5353,False,False,0,198.51.100.44,,,,,,,False,,,,,,,,,,,,,
gw-0299,198.51.100.45,299,38392,198.51.100.45:38392,http://198.51.100.45:38392,198.51.100.45:38392,0.55,,,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0299-instance-1,SG,provider-0135,mdns,5353,False,False,0,198.51.100.45,,,,,,,False,,,,,,,,,,,,,
gw-0300,198.51.100.46,300,18789,198.51.100.46:18789,https://198.51.100.46:18789,198.51.100.46:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0300-instance-1,ID,provider-0135,mdns,5353,False,False,0,198.51.100.46,,,,,,,False,,,,,,,,,,,,,
gw-0301,198.51.100.47,301,18789,198.51.100.47:18789,https://198.51.100.47:18789,198.51.100.47:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0301-instance-1,ID,provider-0135,mdns,5353,False,False,0,198.51.100.47,,,,,,,False,,,,,,,,,,,,,
gw-0302,198.51.100.48,302,17827,198.51.100.48:17827,http://198.51.100.48:17827,198.51.100.48:17827,0.55,,,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0302-instance-1,HK,provider-0135,mdns,5353,False,False,0,198.51.100.48,,,,,,,False,,,,,,,,,,,,,
gw-0303,198.51.100.49,303,18789,198.51.100.49:18789,https://198.51.100.49:18789,198.51.100.49:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0303-instance-1,SG,provider-0135,mdns,5353,False,False,0,198.51.100.49,,,,,,,False,,,,,,,,,,,,,
gw-0304,198.51.100.50,304,18789,198.51.100.50:18789,https://198.51.100.50:18789,198.51.100.50:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0304-instance-1,TH,provider-0136,mdns,5353,False,False,0,198.51.100.50,,,,,,,False,,,,,,,,,,,,,
gw-0305,198.51.100.51,305,18789,198.51.100.51:18789,https://198.51.100.51:18789,198.51.100.51:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0305-instance-1,US,provider-0137,mdns,5353,False,False,0,198.51.100.51,,,,,,,False,,,,,,,,,,,,,
gw-0306,198.51.100.52,306,18789,198.51.100.52:18789,https://198.51.100.52:18789,198.51.100.52:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0306-instance-1,US,provider-0137,mdns,5353,False,False,0,198.51.100.52,,,,,,,False,,,,,,,,,,,,,
gw-0307,198.51.100.53,307,18789,198.51.100.53:18789,https://198.51.100.53:18789,198.51.100.53:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0307-instance-1,MY,provider-0138,mdns,5353,False,False,0,198.51.100.53,,,,,,,False,,,,,,,,,,,,,
gw-0308,198.51.100.54,308,18789,198.51.100.54:18789,https://198.51.100.54:18789,198.51.100.54:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0308-instance-1,RU,provider-0139,mdns,5353,False,False,0,198.51.100.54,,,,,,,False,,,,,,,,,,,,,
gw-0309,198.51.100.55,309,18789,198.51.100.55:18789,https://198.51.100.55:18789,198.51.100.55:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0309-instance-1,HK,provider-0140,mdns,5353,False,False,0,198.51.100.55,,,,,,,False,,,,,,,,,,,,,
gw-0310,198.51.100.56,310,18789,198.51.100.56:18789,https://198.51.100.56:18789,198.51.100.56:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0310-instance-1,RU,provider-0033,mdns,5353,False,False,0,198.51.100.56,,,,,,,False,,,,,,,,,,,,,
gw-0311,198.51.100.57,311,18789,198.51.100.57:18789,https://198.51.100.57:18789,198.51.100.57:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0311-instance-1,FR,provider-0141,mdns,5353,False,False,0,198.51.100.57,,,,,,,False,,,,,,,,,,,,,
gw-0312,198.51.100.58,312,18789,198.51.100.58:18789,https://198.51.100.58:18789,198.51.100.58:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0312-instance-1,JP,provider-0142,mdns,5353,False,False,0,198.51.100.58,,,,,,,False,,,,,,,,,,,,,
gw-0313,198.51.100.59,313,18789,198.51.100.59:18789,https://198.51.100.59:18789,198.51.100.59:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0313-instance-1,JP,provider-0142,mdns,5353,False,False,0,198.51.100.59,,,,,,,False,,,,,,,,,,,,,
gw-0314,198.51.100.60,314,18789,198.51.100.60:18789,https://198.51.100.60:18789,198.51.100.60:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0314-instance-1,DE,provider-0098,mdns,5353,False,False,0,198.51.100.60,,,,,,,False,,,,,,,,,,,,,
gw-0315,198.51.100.61,315,18789,198.51.100.61:18789,https://198.51.100.61:18789,198.51.100.61:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0315-instance-1,US,provider-0143,mdns,5353,False,False,0,198.51.100.61,,,,,,,False,,,,,,,,,,,,,
gw-0316,198.51.100.62,316,18789,198.51.100.62:18789,https://198.51.100.62:18789,198.51.100.62:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0316-instance-1,JP,provider-0031,mdns,5353,False,False,0,198.51.100.62,,,,,,,False,,,,,,,,,,,,,
gw-0317,198.51.100.63,317,18790,198.51.100.63:18790,http://198.51.100.63:18790,198.51.100.63:18790,0.55,,,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0317-instance-1,JP,provider-0031,mdns,5353,False,False,0,198.51.100.63,,,,,,,False,,,,,,,,,,,,,
gw-0318,198.51.100.64,318,18789,198.51.100.64:18789,https://198.51.100.64:18789,198.51.100.64:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0318-instance-1,GB,provider-0144,mdns,5353,False,False,0,198.51.100.64,,,,,,,False,,,,,,,,,,,,,
gw-0319,198.51.100.65,319,18789,198.51.100.65:18789,https://198.51.100.65:18789,198.51.100.65:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0319-instance-1,DE,provider-0145,mdns,5353,False,False,0,198.51.100.65,,,,,,,False,,,,,,,,,,,,,
gw-0320,198.51.100.66,320,8080,198.51.100.66:8080,http://198.51.100.66:8080,198.51.100.66:8080,0.55,,,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0320-instance-1,DE,provider-0016,mdns,5353,False,False,0,198.51.100.66,,,,,,,False,,,,,,,,,,,,,
gw-0321,198.51.100.67,321,18789,198.51.100.67:18789,https://198.51.100.67:18789,198.51.100.67:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,clawdbot;openclaw;openclaw-gw,gw-0321-instance-1,DE,provider-0016,mdns,5353,False,False,0,198.51.100.67,,,,,,,False,,,,,,,,,,,,,
gw-0322,198.51.100.68,322,18789,198.51.100.68:18789,https://198.51.100.68:18789,198.51.100.68:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0322-instance-1,AE,provider-0036,mdns,5353,False,False,0,198.51.100.68,,,,,,,False,,,,,,,,,,,,,
gw-0323,198.51.100.69,323,18789,198.51.100.69:18789,https://198.51.100.69:18789,198.51.100.69:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0323-instance-1,AE,provider-0036,mdns,5353,False,False,0,198.51.100.69,,,,,,,False,,,,,,,,,,,,,
gw-0324,198.51.100.70,324,18789,198.51.100.70:18789,https://198.51.100.70:18789,198.51.100.70:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,claw gateway;openclaw;openclaw-gw,gw-0324-instance-1,AE,provider-0036,mdns,5353,False,False,0,198.51.100.70,,,,,,,False,,,,,,,,,,,,,
gw-0325,198.51.100.71,325,18789,198.51.100.71:18789,https://198.51.100.71:18789,198.51.100.71:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,claw gateway;openclaw;openclaw-gw,gw-0325-instance-1,AE,provider-0036,mdns,5353,False,False,0,198.51.100.71,,,,,,,False,,,,,,,,,,,,,
gw-0326,198.51.100.72,326,18789,198.51.100.72:18789,https://198.51.100.72:18789,198.51.100.72:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0326-instance-1,AE,provider-0036,mdns,5353,False,False,0,198.51.100.72,,,,,,,False,,,,,,,,,,,,,
gw-0327,198.51.100.73,327,18789,198.51.100.73:18789,https://198.51.100.73:18789,198.51.100.73:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,claw gateway;openclaw;openclaw-gw,gw-0327-instance-1,AE,provider-0036,mdns,5353,False,False,0,198.51.100.73,,,,,,,False,,,,,,,,,,,,,
gw-0328,198.51.100.74,328,18789,198.51.100.74:18789,https://198.51.100.74:18789,198.51.100.74:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,claw gateway;openclaw;openclaw-gw,gw-0328-instance-1,AE,provider-0036,mdns,5353,False,False,0,198.51.100.74,,,,,,,False,,,,,,,,,,,,,
gw-0329,198.51.100.75,329,18789,198.51.100.75:18789,https://198.51.100.75:18789,198.51.100.75:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0329-instance-1,AE,provider-0036,mdns,5353,False,False,0,198.51.100.75,,,,,,,False,,,,,,,,,,,,,
gw-0330,198.51.100.76,330,18789,198.51.100.76:18789,https://198.51.100.76:18789,198.51.100.76:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,claw gateway;openclaw;openclaw-gw,gw-0330-instance-1,AE,provider-0036,mdns,5353,False,False,0,198.51.100.76,,,,,,,False,,,,,,,,,,,,,
gw-0331,198.51.100.77,331,18789,198.51.100.77:18789,https://198.51.100.77:18789,198.51.100.77:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0331-instance-1,AE,provider-0036,mdns,5353,False,False,0,198.51.100.77,,,,,,,False,,,,,,,,,,,,,
gw-0332,198.51.100.78,332,18789,198.51.100.78:18789,https://198.51.100.78:18789,198.51.100.78:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0332-instance-1,AE,provider-0036,mdns,5353,False,False,0,198.51.100.78,,,,,,,False,,,,,,,,,,,,,
gw-0333,198.51.100.79,333,18789,198.51.100.79:18789,https://198.51.100.79:18789,198.51.100.79:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0333-instance-1,AE,provider-0036,mdns,5353,False,False,0,198.51.100.79,,,,,,,False,,,,,,,,,,,,,
gw-0334,198.51.100.80,334,18789,198.51.100.80:18789,https://198.51.100.80:18789,198.51.100.80:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0334-instance-1,AE,provider-0036,mdns,5353,False,False,0,198.51.100.80,,,,,,,False,,,,,,,,,,,,,
gw-0335,198.51.100.81,335,18789,198.51.100.81:18789,https://198.51.100.81:18789,198.51.100.81:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0335-instance-1,AE,provider-0036,mdns,5353,False,False,0,198.51.100.81,,,,,,,False,,,,,,,,,,,,,
gw-0336,198.51.100.82,336,18789,198.51.100.82:18789,https://198.51.100.82:18789,198.51.100.82:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0336-instance-1,AE,provider-0036,mdns,5353,False,False,0,198.51.100.82,,,,,,,False,,,,,,,,,,,,,
gw-0337,198.51.100.83,337,18789,198.51.100.83:18789,https://198.51.100.83:18789,198.51.100.83:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,claw gateway;openclaw;openclaw-gw,gw-0337-instance-1,AE,provider-0036,mdns,5353,False,False,0,198.51.100.83,,,,,,,False,,,,,,,,,,,,,
gw-0338,198.51.100.84,338,18789,198.51.100.84:18789,https://198.51.100.84:18789,198.51.100.84:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0338-instance-1,AE,provider-0036,mdns,5353,False,False,0,198.51.100.84,,,,,,,False,,,,,,,,,,,,,
gw-0339,198.51.100.85,339,18789,198.51.100.85:18789,https://198.51.100.85:18789,198.51.100.85:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0339-instance-1,NL,provider-0146,mdns,5353,False,False,0,198.51.100.85,,,,,,,False,,,,,,,,,,,,,
gw-0340,198.51.100.86,340,18789,198.51.100.86:18789,https://198.51.100.86:18789,198.51.100.86:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0340-instance-1,FI,provider-0036,mdns,5353,False,False,0,198.51.100.86,,,,,,,False,,,,,,,,,,,,,
gw-0341,198.51.100.87,341,18789,198.51.100.87:18789,https://198.51.100.87:18789,198.51.100.87:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0341-instance-1,FI,provider-0036,mdns,5353,False,False,0,198.51.100.87,,,,,,,False,,,,,,,,,,,,,
gw-0342,198.51.100.88,342,17753,198.51.100.88:17753,http://198.51.100.88:17753,198.51.100.88:17753,0.55,,,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0342-instance-1,CN,provider-0034,mdns,5353,False,False,0,198.51.100.88,,,,,,,False,,,,,,,,,,,,,
gw-0343,198.51.100.89,343,19175,198.51.100.89:19175,http://198.51.100.89:19175,198.51.100.89:19175,0.55,,,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0343-instance-1,CN,provider-0034,mdns,5353,False,False,0,198.51.100.89,,,,,,,False,,,,,,,,,,,,,
gw-0344,198.51.100.90,344,18789,198.51.100.90:18789,https://198.51.100.90:18789,198.51.100.90:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0344-instance-1,CN,provider-0034,mdns,5353,False,False,0,198.51.100.90,,,,,,,False,,,,,,,,,,,,,
gw-0345,198.51.100.91,345,18789,198.51.100.91:18789,https://198.51.100.91:18789,198.51.100.91:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0345-instance-1,CN,provider-0034,mdns,5353,False,False,0,198.51.100.91,,,,,,,False,,,,,,,,,,,,,
gw-0346,198.51.100.92,346,18789,198.51.100.92:18789,https://198.51.100.92:18789,198.51.100.92:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0346-instance-1,SG,provider-0147,mdns,5353,False,False,0,198.51.100.92,,,,,,,False,,,,,,,,,,,,,
gw-0347,198.51.100.93,347,18789,198.51.100.93:18789,https://198.51.100.93:18789,198.51.100.93:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0347-instance-1,JP,provider-0148,mdns,5353,False,False,0,198.51.100.93,,,,,,,False,,,,,,,,,,,,,
gw-0348,198.51.100.94,348,18789,198.51.100.94:18789,https://198.51.100.94:18789,198.51.100.94:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0348-instance-1,JP,provider-0147,mdns,5353,False,False,0,198.51.100.94,,,,,,,False,,,,,,,,,,,,,
gw-0349,198.51.100.95,349,18789,198.51.100.95:18789,https://198.51.100.95:18789,198.51.100.95:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0349-instance-1,US,provider-0149,mdns,5353,False,False,0,198.51.100.95,,,,,,,False,,,,,,,,,,,,,
gw-0350,198.51.100.96,350,18789,198.51.100.96:18789,https://198.51.100.96:18789,198.51.100.96:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0350-instance-1,CN,provider-0034,mdns,5353,False,False,0,198.51.100.96,,,,,,,False,,,,,,,,,,,,,
gw-0351,198.51.100.97,351,18789,198.51.100.97:18789,https://198.51.100.97:18789,198.51.100.97:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,clawdbot;openclaw;openclaw-gw,gw-0351-instance-1,DE,provider-0036,mdns,5353,False,False,0,198.51.100.97,,,,,,,False,,,,,,,,,,,,,
gw-0352,198.51.100.98,352,18789,198.51.100.98:18789,https://198.51.100.98:18789,198.51.100.98:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0352-instance-1,DE,provider-0036,mdns,5353,False,False,0,198.51.100.98,,,,,,,False,,,,,,,,,,,,,
gw-0353,198.51.100.99,353,18789,198.51.100.99:18789,https://198.51.100.99:18789,198.51.100.99:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0353-instance-1,DE,provider-0036,mdns,5353,False,False,0,198.51.100.99,,,,,,,False,,,,,,,,,,,,,
gw-0354,198.51.100.100,354,18789,198.51.100.100:18789,https://198.51.100.100:18789,198.51.100.100:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,clawdbot;openclaw;openclaw-gw,gw-0354-instance-1,DE,provider-0036,mdns,5353,False,False,0,198.51.100.100,,,,,,,False,,,,,,,,,,,,,
gw-0355,198.51.100.101,355,22813,198.51.100.101:22813,http://198.51.100.101:22813,198.51.100.101:22813,0.55,,,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0355-instance-1,CN,provider-0025,mdns,5353,False,False,0,198.51.100.101,,,,,,,False,,,,,,,,,,,,,
gw-0356,198.51.100.102,356,5353,198.51.100.102:5353,http://198.51.100.102:5353,198.51.100.102:5353,0.55,,,,,False,,,,,CN,provider-0025,mdns,5353,False,False,0,198.51.100.102,,,,,,,False,,,,,,,,,,,,,
gw-0357,198.51.100.103,357,18085,198.51.100.103:18085,http://198.51.100.103:18085,198.51.100.103:18085,0.55,,,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0357-instance-1,CN,provider-0025,mdns,5353,False,False,0,198.51.100.103,,,,,,,False,,,,,,,,,,,,,
gw-0358,198.51.100.104,358,18789,198.51.100.104:18789,https://198.51.100.104:18789,198.51.100.104:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0358-instance-1,FR,provider-0058,mdns,5353,False,False,0,198.51.100.104,,,,,,,False,,,,,,,,,,,,,
gw-0359,198.51.100.105,359,18789,198.51.100.105:18789,https://198.51.100.105:18789,198.51.100.105:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0359-instance-1,FR,provider-0058,mdns,5353,False,False,0,198.51.100.105,,,,,,,False,,,,,,,,,,,,,
gw-0360,198.51.100.106,360,18789,198.51.100.106:18789,https://198.51.100.106:18789,198.51.100.106:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0360-instance-1,IQ,provider-0150,mdns,5353,False,False,0,198.51.100.106,,,,,,,False,,,,,,,,,,,,,
gw-0361,198.51.100.107,361,18789,198.51.100.107:18789,https://198.51.100.107:18789,198.51.100.107:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0361-instance-1,SG,provider-0036,mdns,5353,False,False,0,198.51.100.107,,,,,,,False,,,,,,,,,,,,,
gw-0362,198.51.100.108,362,5353,198.51.100.108:5353,http://198.51.100.108:5353,198.51.100.108:5353,0.55,,,,,False,,,,,RU,provider-0119,mdns,5353,False,False,0,198.51.100.108,,,,,,,False,,,,,,,,,,,,,
gw-0363,198.51.100.109,363,18789,198.51.100.109:18789,https://198.51.100.109:18789,198.51.100.109:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0363-instance-1,FI,provider-0151,mdns,5353,False,False,0,198.51.100.109,,,,,,,False,,,,,,,,,,,,,
gw-0364,198.51.100.110,364,18789,198.51.100.110:18789,https://198.51.100.110:18789,198.51.100.110:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0364-instance-1,US,provider-0036,mdns,5353,False,False,0,198.51.100.110,,,,,,,False,,,,,,,,,,,,,
gw-0365,198.51.100.111,365,18789,198.51.100.111:18789,https://198.51.100.111:18789,198.51.100.111:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0365-instance-1,US,provider-0036,mdns,5353,False,False,0,198.51.100.111,,,,,,,False,,,,,,,,,,,,,
gw-0366,198.51.100.112,366,18789,198.51.100.112:18789,https://198.51.100.112:18789,198.51.100.112:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0366-instance-1,US,provider-0036,mdns,5353,False,False,0,198.51.100.112,,,,,,,False,,,,,,,,,,,,,
